date,sector,business_type,estimated_transactions,estimated_revenue
2026-01-15,Station Area,Retail,165,132000
2026-01-15,Station Area,Food & Beverage,285,99750
2026-01-15,Station Area,Entertainment,122,61000
2026-01-16,Market Street,Retail,177,141600
2026-01-16,Market Street,Healthcare,61,91500
2026-01-16,Market Street,Entertainment,168,84000
2026-01-16,Market Street,Services,105,126000
2026-01-16,Market Street,Grocery,263,157800
2026-01-16,Market Street,Food & Beverage,350,122500
2026-01-16,Tech Park,Healthcare,54,81000
2026-01-16,Tech Park,Entertainment,136,68000
2026-01-16,Tech Park,Services,86,103200
2026-01-16,Tech Park,Retail,169,135200
2026-01-16,Old Town,Entertainment,89,44500
2026-01-16,Old Town,Grocery,119,71400
2026-01-16,Old Town,Retail,116,92800
2026-01-16,Old Town,Services,72,86400
2026-01-16,Old Town,Food & Beverage,215,75250
2026-01-16,Old Town,Healthcare,43,64500
2026-01-16,Riverside,Food & Beverage,126,44100
2026-01-16,Riverside,Healthcare,22,33000
2026-01-16,Riverside,Grocery,91,54600
2026-01-16,Riverside,Retail,63,50400
2026-01-16,Riverside,Services,34,40800
2026-01-16,College Road,Retail,175,140000
2026-01-16,College Road,Grocery,246,147600
2026-01-16,College Road,Entertainment,130,65000
2026-01-16,College Road,Services,84,100800
2026-01-16,College Road,Food & Beverage,275,96250
2026-01-16,College Road,Healthcare,58,87000
2026-01-16,Industrial Zone,Entertainment,48,24000
2026-01-16,Industrial Zone,Retail,54,43200
2026-01-16,Industrial Zone,Services,35,42000
2026-01-16,Industrial Zone,Healthcare,20,30000
2026-01-16,Industrial Zone,Food & Beverage,112,39200
2026-01-16,Industrial Zone,Grocery,93,55800
2026-01-16,Central Mall,Healthcare,66,99000
2026-01-16,Central Mall,Retail,240,192000
2026-01-16,Central Mall,Entertainment,173,86500
2026-01-16,Central Mall,Grocery,288,172800
2026-01-16,Station Area,Grocery,225,135000
2026-01-16,Station Area,Retail,141,112800
2026-01-16,Station Area,Food & Beverage,293,102550
2026-01-16,Station Area,Entertainment,126,63000
2026-01-17,Market Street,Retail,274,219200
2026-01-17,Market Street,Healthcare,76,114000
2026-01-17,Market Street,Entertainment,173,86500
2026-01-17,Market Street,Services,148,177600
2026-01-17,Market Street,Grocery,355,213000
2026-01-17,Market Street,Food & Beverage,390,136500
2026-01-17,Tech Park,Healthcare,39,58500
2026-01-17,Tech Park,Entertainment,116,58000
2026-01-17,Tech Park,Services,61,73200
2026-01-17,Tech Park,Retail,152,121600
2026-01-17,Old Town,Entertainment,94,47000
2026-01-17,Old Town,Grocery,184,110400
2026-01-17,Old Town,Retail,126,100800
2026-01-17,Old Town,Services,73,87600
2026-01-17,Old Town,Food & Beverage,205,71750
2026-01-17,Old Town,Healthcare,42,63000
2026-01-17,Riverside,Food & Beverage,178,62300
2026-01-17,Riverside,Healthcare,32,48000
2026-01-17,Riverside,Grocery,153,91800
2026-01-17,Riverside,Retail,101,80800
2026-01-17,Riverside,Services,55,66000
2026-01-17,College Road,Retail,100,80000
2026-01-17,College Road,Grocery,110,66000
2026-01-17,College Road,Entertainment,87,43500
2026-01-17,College Road,Services,73,87600
2026-01-17,College Road,Food & Beverage,199,69650
2026-01-17,College Road,Healthcare,36,54000
2026-01-17,Industrial Zone,Entertainment,49,24500
2026-01-17,Industrial Zone,Retail,63,50400
2026-01-17,Industrial Zone,Services,35,42000
2026-01-17,Industrial Zone,Healthcare,18,27000
2026-01-17,Industrial Zone,Food & Beverage,116,40600
2026-01-17,Industrial Zone,Grocery,90,54000
2026-01-17,Central Mall,Healthcare,105,157500
2026-01-17,Central Mall,Retail,308,246400
2026-01-17,Central Mall,Entertainment,236,118000
2026-01-17,Central Mall,Grocery,420,252000
2026-01-17,Station Area,Grocery,265,159000
2026-01-17,Station Area,Retail,181,144800
2026-01-17,Station Area,Food & Beverage,295,103250
2026-01-17,Station Area,Entertainment,151,75500
2026-01-18,Market Street,Retail,276,220800
2026-01-18,Market Street,Healthcare,69,103500
2026-01-18,Market Street,Entertainment,163,81500
2026-01-18,Market Street,Services,129,154800
2026-01-18,Market Street,Grocery,321,192600
2026-01-18,Market Street,Food & Beverage,406,142100
2026-01-18,Tech Park,Healthcare,45,67500
2026-01-18,Tech Park,Entertainment,104,52000
2026-01-18,Tech Park,Services,81,97200
2026-01-18,Tech Park,Retail,112,89600
2026-01-18,Old Town,Entertainment,116,58000
2026-01-18,Old Town,Grocery,209,125400
2026-01-18,Old Town,Retail,132,105600
2026-01-18,Old Town,Services,83,99600
2026-01-18,Old Town,Food & Beverage,308,107800
2026-01-18,Old Town,Healthcare,53,79500
2026-01-18,Riverside,Food & Beverage,163,57050
2026-01-18,Riverside,Healthcare,27,40500
2026-01-18,Riverside,Grocery,120,72000
2026-01-18,Riverside,Retail,92,73600
2026-01-18,Riverside,Services,49,58800
2026-01-18,College Road,Retail,139,111200
2026-01-18,College Road,Grocery,174,104400
2026-01-18,College Road,Entertainment,88,44000
2026-01-18,College Road,Services,67,80400
2026-01-18,College Road,Food & Beverage,216,75600
2026-01-18,College Road,Healthcare,46,69000
2026-01-18,Industrial Zone,Entertainment,62,31000
2026-01-18,Industrial Zone,Retail,60,48000
2026-01-18,Industrial Zone,Services,32,38400
2026-01-18,Industrial Zone,Healthcare,19,28500
2026-01-18,Industrial Zone,Food & Beverage,109,38150
2026-01-18,Industrial Zone,Grocery,93,55800
2026-01-18,Central Mall,Healthcare,101,151500
2026-01-18,Central Mall,Retail,276,220800
2026-01-18,Central Mall,Entertainment,215,107500
2026-01-18,Central Mall,Grocery,376,225600
2026-01-18,Station Area,Grocery,207,124200
2026-01-18,Station Area,Retail,205,164000
2026-01-18,Station Area,Food & Beverage,237,82950
2026-01-18,Station Area,Entertainment,138,69000
2026-01-19,Market Street,Retail,224,179200
2026-01-19,Market Street,Healthcare,62,93000
2026-01-19,Market Street,Entertainment,146,73000
2026-01-19,Market Street,Services,95,114000
2026-01-19,Market Street,Grocery,244,146400
2026-01-19,Market Street,Food & Beverage,353,123550
2026-01-19,Tech Park,Healthcare,49,73500
2026-01-19,Tech Park,Entertainment,174,87000
2026-01-19,Tech Park,Services,86,103200
2026-01-19,Tech Park,Retail,184,147200
2026-01-19,Old Town,Entertainment,73,36500
2026-01-19,Old Town,Grocery,135,81000
2026-01-19,Old Town,Retail,80,64000
2026-01-19,Old Town,Services,53,63600
2026-01-19,Old Town,Food & Beverage,192,67200
2026-01-19,Old Town,Healthcare,27,40500
2026-01-19,Riverside,Food & Beverage,115,40250
2026-01-19,Riverside,Healthcare,21,31500
2026-01-19,Riverside,Grocery,94,56400
2026-01-19,Riverside,Retail,68,54400
2026-01-19,Riverside,Services,33,39600
2026-01-19,College Road,Retail,172,137600
2026-01-19,College Road,Grocery,259,155400
2026-01-19,College Road,Entertainment,129,64500
2026-01-19,College Road,Services,94,112800
2026-01-19,College Road,Food & Beverage,239,83650
2026-01-19,College Road,Healthcare,49,73500
2026-01-19,Industrial Zone,Entertainment,52,26000
2026-01-19,Industrial Zone,Retail,71,56800
2026-01-19,Industrial Zone,Services,34,40800
2026-01-19,Industrial Zone,Healthcare,20,30000
2026-01-19,Industrial Zone,Food & Beverage,103,36050
2026-01-19,Industrial Zone,Grocery,72,43200
2026-01-19,Central Mall,Healthcare,82,123000
2026-01-19,Central Mall,Retail,253,202400
2026-01-19,Central Mall,Entertainment,177,88500
2026-01-19,Central Mall,Grocery,296,177600
2026-01-19,Station Area,Grocery,235,141000
2026-01-19,Station Area,Retail,164,131200
2026-01-19,Station Area,Food & Beverage,284,99400
2026-01-19,Station Area,Entertainment,166,83000
2026-01-20,Market Street,Retail,168,134400
2026-01-20,Market Street,Healthcare,55,82500
2026-01-20,Market Street,Entertainment,129,64500
2026-01-20,Market Street,Services,99,118800
2026-01-20,Market Street,Grocery,226,135600
2026-01-20,Market Street,Food & Beverage,269,94150
2026-01-20,Tech Park,Healthcare,68,102000
2026-01-20,Tech Park,Entertainment,165,82500
2026-01-20,Tech Park,Services,90,108000
2026-01-20,Tech Park,Retail,147,117600
2026-01-20,Old Town,Entertainment,96,48000
2026-01-20,Old Town,Grocery,135,81000
2026-01-20,Old Town,Retail,117,93600
2026-01-20,Old Town,Services,46,55200
2026-01-20,Old Town,Food & Beverage,197,68950
2026-01-20,Old Town,Healthcare,31,46500
2026-01-20,Riverside,Food & Beverage,128,44800
2026-01-20,Riverside,Healthcare,23,34500
2026-01-20,Riverside,Grocery,86,51600
2026-01-20,Riverside,Retail,68,54400
2026-01-20,Riverside,Services,40,48000
2026-01-20,College Road,Retail,184,147200
2026-01-20,College Road,Grocery,256,153600
2026-01-20,College Road,Entertainment,174,87000
2026-01-20,College Road,Services,81,97200
2026-01-20,College Road,Food & Beverage,352,123200
2026-01-20,College Road,Healthcare,61,91500
2026-01-20,Industrial Zone,Entertainment,45,22500
2026-01-20,Industrial Zone,Retail,54,43200
2026-01-20,Industrial Zone,Services,33,39600
2026-01-20,Industrial Zone,Healthcare,22,33000
2026-01-20,Industrial Zone,Food & Beverage,103,36050
2026-01-20,Industrial Zone,Grocery,96,57600
2026-01-20,Central Mall,Healthcare,58,87000
2026-01-20,Central Mall,Retail,206,164800
2026-01-20,Central Mall,Entertainment,144,72000
2026-01-20,Central Mall,Grocery,285,171000
2026-01-20,Station Area,Grocery,256,153600
2026-01-20,Station Area,Retail,168,134400
2026-01-20,Station Area,Food & Beverage,217,75950
2026-01-20,Station Area,Entertainment,143,71500
2026-01-21,Market Street,Retail,175,140000
2026-01-21,Market Street,Healthcare,58,87000
2026-01-21,Market Street,Entertainment,151,75500
2026-01-21,Market Street,Services,80,96000
2026-01-21,Market Street,Grocery,240,144000
2026-01-21,Market Street,Food & Beverage,314,109900
2026-01-21,Tech Park,Healthcare,51,76500
2026-01-21,Tech Park,Entertainment,156,78000
2026-01-21,Tech Park,Services,96,115200
2026-01-21,Tech Park,Retail,188,150400
2026-01-21,Old Town,Entertainment,96,48000
2026-01-21,Old Town,Grocery,147,88200
2026-01-21,Old Town,Retail,108,86400
2026-01-21,Old Town,Services,62,74400
2026-01-21,Old Town,Food & Beverage,173,60550
2026-01-21,Old Town,Healthcare,34,51000
2026-01-21,Riverside,Food & Beverage,126,44100
2026-01-21,Riverside,Healthcare,20,30000
2026-01-21,Riverside,Grocery,101,60600
2026-01-21,Riverside,Retail,74,59200
2026-01-21,Riverside,Services,31,37200
2026-01-21,College Road,Retail,159,127200
2026-01-21,College Road,Grocery,254,152400
2026-01-21,College Road,Entertainment,123,61500
2026-01-21,College Road,Services,86,103200
2026-01-21,College Road,Food & Beverage,297,103950
2026-01-21,College Road,Healthcare,61,91500
2026-01-21,Industrial Zone,Entertainment,49,24500
2026-01-21,Industrial Zone,Retail,59,47200
2026-01-21,Industrial Zone,Services,38,45600
2026-01-21,Industrial Zone,Healthcare,24,36000
2026-01-21,Industrial Zone,Food & Beverage,115,40250
2026-01-21,Industrial Zone,Grocery,84,50400
2026-01-21,Central Mall,Healthcare,74,111000
2026-01-21,Central Mall,Retail,223,178400
2026-01-21,Central Mall,Entertainment,205,102500
2026-01-21,Central Mall,Grocery,338,202800
2026-01-21,Station Area,Grocery,293,175800
2026-01-21,Station Area,Retail,205,164000
2026-01-21,Station Area,Food & Beverage,273,95550
2026-01-21,Station Area,Entertainment,170,85000
2026-01-22,Market Street,Retail,161,128800
2026-01-22,Market Street,Healthcare,57,85500
2026-01-22,Market Street,Entertainment,147,73500
2026-01-22,Market Street,Services,114,136800
2026-01-22,Market Street,Grocery,313,187800
2026-01-22,Market Street,Food & Beverage,317,110950
2026-01-22,Tech Park,Healthcare,54,81000
2026-01-22,Tech Park,Entertainment,141,70500
2026-01-22,Tech Park,Services,97,116400
2026-01-22,Tech Park,Retail,162,129600
2026-01-22,Old Town,Entertainment,93,46500
2026-01-22,Old Town,Grocery,135,81000
2026-01-22,Old Town,Retail,104,83200
2026-01-22,Old Town,Services,56,67200
2026-01-22,Old Town,Food & Beverage,172,60200
2026-01-22,Old Town,Healthcare,35,52500
2026-01-22,Riverside,Food & Beverage,111,38850
2026-01-22,Riverside,Healthcare,22,33000
2026-01-22,Riverside,Grocery,84,50400
2026-01-22,Riverside,Retail,74,59200
2026-01-22,Riverside,Services,40,48000
2026-01-22,College Road,Retail,164,131200
2026-01-22,College Road,Grocery,245,147000
2026-01-22,College Road,Entertainment,126,63000
2026-01-22,College Road,Services,89,106800
2026-01-22,College Road,Food & Beverage,234,81900
2026-01-22,College Road,Healthcare,50,75000
2026-01-22,Industrial Zone,Entertainment,53,26500
2026-01-22,Industrial Zone,Retail,68,54400
2026-01-22,Industrial Zone,Services,32,38400
2026-01-22,Industrial Zone,Healthcare,20,30000
2026-01-22,Industrial Zone,Food & Beverage,88,30800
2026-01-22,Industrial Zone,Grocery,80,48000
2026-01-22,Central Mall,Healthcare,84,126000
2026-01-22,Central Mall,Retail,247,197600
2026-01-22,Central Mall,Entertainment,196,98000
2026-01-22,Central Mall,Grocery,313,187800
2026-01-22,Station Area,Grocery,238,142800
2026-01-22,Station Area,Retail,167,133600
2026-01-22,Station Area,Food & Beverage,319,111650
2026-01-22,Station Area,Entertainment,149,74500
2026-01-23,Market Street,Retail,192,153600
2026-01-23,Market Street,Healthcare,57,85500
2026-01-23,Market Street,Entertainment,115,57500
2026-01-23,Market Street,Services,108,129600
2026-01-23,Market Street,Grocery,232,139200
2026-01-23,Market Street,Food & Beverage,279,97650
2026-01-23,Tech Park,Healthcare,71,106500
2026-01-23,Tech Park,Entertainment,153,76500
2026-01-23,Tech Park,Services,117,140400
2026-01-23,Tech Park,Retail,211,168800
2026-01-23,Old Town,Entertainment,89,44500
2026-01-23,Old Town,Grocery,120,72000
2026-01-23,Old Town,Retail,117,93600
2026-01-23,Old Town,Services,57,68400
2026-01-23,Old Town,Food & Beverage,167,58450
2026-01-23,Old Town,Healthcare,35,52500
2026-01-23,Riverside,Food & Beverage,127,44450
2026-01-23,Riverside,Healthcare,32,48000
2026-01-23,Riverside,Grocery,111,66600
2026-01-23,Riverside,Retail,80,64000
2026-01-23,Riverside,Services,41,49200
2026-01-23,College Road,Retail,185,148000
2026-01-23,College Road,Grocery,208,124800
2026-01-23,College Road,Entertainment,153,76500
2026-01-23,College Road,Services,84,100800
2026-01-23,College Road,Food & Beverage,230,80500
2026-01-23,College Road,Healthcare,49,73500
2026-01-23,Industrial Zone,Entertainment,51,25500
2026-01-23,Industrial Zone,Retail,55,44000
2026-01-23,Industrial Zone,Services,28,33600
2026-01-23,Industrial Zone,Healthcare,19,28500
2026-01-23,Industrial Zone,Food & Beverage,99,34650
2026-01-23,Industrial Zone,Grocery,84,50400
2026-01-23,Central Mall,Healthcare,79,118500
2026-01-23,Central Mall,Retail,201,160800
2026-01-23,Central Mall,Entertainment,145,72500
2026-01-23,Central Mall,Grocery,267,160200
2026-01-23,Station Area,Grocery,238,142800
2026-01-23,Station Area,Retail,157,125600
2026-01-23,Station Area,Food & Beverage,262,91700
2026-01-23,Station Area,Entertainment,144,72000
2026-01-24,Market Street,Retail,250,200000
2026-01-24,Market Street,Healthcare,84,126000
2026-01-24,Market Street,Entertainment,186,93000
2026-01-24,Market Street,Services,131,157200
2026-01-24,Market Street,Grocery,305,183000
2026-01-24,Market Street,Food & Beverage,457,159950
2026-01-24,Tech Park,Healthcare,53,79500
2026-01-24,Tech Park,Entertainment,94,47000
2026-01-24,Tech Park,Services,70,84000
2026-01-24,Tech Park,Retail,123,98400
2026-01-24,Old Town,Entertainment,116,58000
2026-01-24,Old Town,Grocery,205,123000
2026-01-24,Old Town,Retail,132,105600
2026-01-24,Old Town,Services,75,90000
2026-01-24,Old Town,Food & Beverage,232,81200
2026-01-24,Old Town,Healthcare,52,78000
2026-01-24,Riverside,Food & Beverage,178,62300
2026-01-24,Riverside,Healthcare,32,48000
2026-01-24,Riverside,Grocery,144,86400
2026-01-24,Riverside,Retail,100,80000
2026-01-24,Riverside,Services,55,66000
2026-01-24,College Road,Retail,133,106400
2026-01-24,College Road,Grocery,172,103200
2026-01-24,College Road,Entertainment,79,39500
2026-01-24,College Road,Services,65,78000
2026-01-24,College Road,Food & Beverage,205,71750
2026-01-24,College Road,Healthcare,33,49500
2026-01-24,Industrial Zone,Entertainment,46,23000
2026-01-24,Industrial Zone,Retail,61,48800
2026-01-24,Industrial Zone,Services,25,30000
2026-01-24,Industrial Zone,Healthcare,16,24000
2026-01-24,Industrial Zone,Food & Beverage,98,34300
2026-01-24,Industrial Zone,Grocery,73,43800
2026-01-24,Central Mall,Healthcare,108,162000
2026-01-24,Central Mall,Retail,319,255200
2026-01-24,Central Mall,Entertainment,257,128500
2026-01-24,Central Mall,Grocery,357,214200
2026-01-24,Station Area,Grocery,264,158400
2026-01-24,Station Area,Retail,200,160000
2026-01-24,Station Area,Food & Beverage,292,102200
2026-01-24,Station Area,Entertainment,143,71500
2026-01-25,Market Street,Retail,221,176800
2026-01-25,Market Street,Healthcare,91,136500
2026-01-25,Market Street,Entertainment,220,110000
2026-01-25,Market Street,Services,138,165600
2026-01-25,Market Street,Grocery,387,232200
2026-01-25,Market Street,Food & Beverage,420,147000
2026-01-25,Tech Park,Healthcare,43,64500
2026-01-25,Tech Park,Entertainment,89,44500
2026-01-25,Tech Park,Services,65,78000
2026-01-25,Tech Park,Retail,121,96800
2026-01-25,Old Town,Entertainment,124,62000
2026-01-25,Old Town,Grocery,195,117000
2026-01-25,Old Town,Retail,149,119200
2026-01-25,Old Town,Services,87,104400
2026-01-25,Old Town,Food & Beverage,242,84700
2026-01-25,Old Town,Healthcare,42,63000
2026-01-25,Riverside,Food & Beverage,216,75600
2026-01-25,Riverside,Healthcare,41,61500
2026-01-25,Riverside,Grocery,128,76800
2026-01-25,Riverside,Retail,118,94400
2026-01-25,Riverside,Services,55,66000
2026-01-25,College Road,Retail,116,92800
2026-01-25,College Road,Grocery,156,93600
2026-01-25,College Road,Entertainment,88,44000
2026-01-25,College Road,Services,55,66000
2026-01-25,College Road,Food & Beverage,176,61600
2026-01-25,College Road,Healthcare,34,51000
2026-01-25,Industrial Zone,Entertainment,45,22500
2026-01-25,Industrial Zone,Retail,61,48800
2026-01-25,Industrial Zone,Services,30,36000
2026-01-25,Industrial Zone,Healthcare,22,33000
2026-01-25,Industrial Zone,Food & Beverage,118,41300
2026-01-25,Industrial Zone,Grocery,77,46200
2026-01-25,Central Mall,Healthcare,110,165000
2026-01-25,Central Mall,Retail,338,270400
2026-01-25,Central Mall,Entertainment,270,135000
2026-01-25,Central Mall,Grocery,433,259800
2026-01-25,Station Area,Grocery,218,130800
2026-01-25,Station Area,Retail,160,128000
2026-01-25,Station Area,Food & Beverage,223,78050
